Forex,order,n_b,n_c,1,2,3,4,5,6,7,8,9,10,11,12,MAE
XAUUSD_,1,1,1,12.751301746341866,76.60975829881724,16.865381653684935,19.271991438299054,4.674232644274346,22.409696538270637,0.2581475894338786,1.1871436934574917,0.6592139142193383,0.04049622422382466,7.506302668073175,8.300632532564482,14.21119157847169
XAUUSD_,1,1,2,3.4216193980041014,0.6111576539570962,0.16647495382363714,2.2381206426938474,3.349135015358457,1.7645154548615656,0.5952149645250165,0.8871545869226949,1.3377671892098801,3.9635050527103637,2.7819565196157257,2.1247288628510588,1.93677919121112
XAUUSD_,1,1,3,2.8017494565434413,0.34276651402368513,1.3565891294767327,1.9763902847000998,3.636459063662688,1.5436155399795082,0.7565538358743031,0.26493647912468404,2.080270564877836,3.615121460812775,2.926374433460184,2.730896624030261,2.0026436155471834
XAUUSD_,1,1,4,3.4193779809000207,0.2077299202603276,0.8924843994528977,1.1042423614193553,3.648121091485592,1.302186628552586,0.4770969387035676,0.12854474350607498,2.160164648106666,4.448194872509642,3.2404872665511606,3.118928179351444,2.0122965858999446
XAUUSD_,1,1,5,3.3264606513680106,0.2826473167180056,1.6541272822287814,1.3701318795262065,4.113570488186547,1.544037652416768,0.5325970742160296,0.12692020909613988,2.1154768510777564,3.5246083373992034,2.164797616080203,3.373547894656141,2.010743604414149
XAUUSD_,1,1,6,3.527732806912044,0.24004124462609763,1.0508343199687487,1.2351884237072486,3.9729249008009533,1.469358167556044,1.1381264579958705,0.30485792682781765,1.2934758513003501,4.3149112888966386,2.8628214412290363,2.349563934365301,1.9799863970155123
XAUUSD_,1,2,1,23.236134324542714,36.23396405655503,5.538592281230445,14.975836083559745,5.510208359884665,20.15559631105892,0.9844301116607792,0.2848175239014669,1.6982165206580462,4.370169856861717,5.6363928583081835,6.482116911863386,10.425539600007093
XAUUSD_,1,2,2,3.354230510864231,0.5888950076283487,0.7896455123844628,2.325826389744832,3.3594908423415046,2.0347982427863998,0.5823302678921888,0.8818427769522081,1.1037281521944202,3.683316326579483,2.816504942048685,2.2660522924992152,1.9822217719929978
XAUUSD_,1,2,3,2.858454081798866,0.3587788580356508,1.314259800008526,2.0901304831134224,3.6853765429908094,1.6721780498841217,0.9183445467395437,0.2627871328045574,2.1516813297262285,3.2148408091624767,2.8445374737764166,2.712212639956325,2.006965145666412
XAUUSD_,1,2,4,3.4323499846670877,0.24688120626699073,0.8422544908968308,1.585881598502141,3.6489515412499167,1.29444715499794,0.7302254164503528,0.5774667220060014,2.111917600036169,3.5860124915404454,3.012329659480495,3.073247386705544,2.0118304377333263
