Forex,MAE,EVR,order,n_b,n_c,frequency,N
XAUUSD_,1.9352098426029867,49.79582680097648,1,1,1,M,89
XAUUSD_,1.8313925288347892,47.12445294707428,1,1,2,M,89
XAUUSD_,1.9274806824066673,49.59694401628826,1,1,3,M,89
XAUUSD_,1.9732392404808425,50.774379756000705,1,1,4,M,89
XAUUSD_,2.0350665028185646,52.365287149695355,1,1,5,M,89
XAUUSD_,1.9588143556484328,50.40320602025092,1,1,6,M,89
XAUUSD_,1.9169822026857684,49.32680252240651,1,2,1,M,89
XAUUSD_,1.8802478160376934,48.38157213193515,1,2,2,M,89
XAUUSD_,1.9146776497714526,49.26750294917749,1,2,3,M,89
XAUUSD_,1.967851466384247,50.63574431717099,1,2,4,M,89
XAUUSD_,2.0223312697508935,52.03759066627172,1,2,5,M,89
XAUUSD_,1.9496234598787694,50.166710605740015,1,2,6,M,89
XAUUSD_,1.9181987651364187,49.358106483223324,1,3,1,M,89
XAUUSD_,1.8740574188306802,48.222284007017876,1,3,2,M,89
XAUUSD_,1.9156067177196812,49.291409248958445,1,3,3,M,89
XAUUSD_,1.9701594905079627,50.69513320977937,1,3,4,M,89
XAUUSD_,2.0255461388677554,52.12031402898246,1,3,5,M,89
XAUUSD_,1.952765478723166,50.24755942261587,1,3,6,M,89
XAUUSD_,1.895064817078121,48.76283560077251,1,4,1,M,89
XAUUSD_,1.8286801929583392,47.05466051187867,1,4,2,M,89
XAUUSD_,1.8637054528542294,47.95591252963867,1,4,3,M,89
XAUUSD_,1.8529339366756539,47.67874540171067,1,4,4,M,89
XAUUSD_,1.9415513912140439,49.95900427627364,1,4,5,M,89
XAUUSD_,1.894251510834665,48.74190802178664,1,4,6,M,89
XAUUSD_,1.8946516847282495,48.75220509110519,1,5,1,M,89
XAUUSD_,1.822836977141484,46.90430588036984,1,5,2,M,89
XAUUSD_,1.863242113309331,47.94399011418796,1,5,3,M,89
XAUUSD_,1.8567651175688826,47.777327382849116,1,5,4,M,89
XAUUSD_,1.9420011161603143,49.97057636785748,1,5,5,M,89
XAUUSD_,1.8956011352769735,48.7766358655047,1,5,6,M,89
XAUUSD_,1.9097804693466884,49.14149121500985,1,6,1,M,89
XAUUSD_,1.8986722714762179,48.85566076652219,1,6,2,M,89
XAUUSD_,1.8827173674609214,48.4451173621422,1,6,3,M,89
XAUUSD_,1.9367936557590115,49.83658066852421,1,6,4,M,89
XAUUSD_,1.9687381247881595,50.65855935631603,1,6,5,M,89
XAUUSD_,1.9363751520177848,49.82581194497036,1,6,6,M,89
XAUUSD_,1.9534323379595058,50.264718702349974,2,1,1,M,89
XAUUSD_,1.9711043869415639,50.71944680002505,2,1,2,M,89
XAUUSD_,1.9526827720820423,50.24543125775953,2,1,3,M,89
XAUUSD_,1.9903450500396216,51.21453767134788,2,1,4,M,89
XAUUSD_,2.522531947573117,64.90849787758668,2,1,5,M,89
XAUUSD_,2.023839927567733,52.076410675190346,2,1,6,M,89
XAUUSD_,1.9318404105172335,49.7091263032495,2,2,1,M,89
XAUUSD_,1.9529269931920485,50.25171543006337,2,2,2,M,89
XAUUSD_,1.9350545743905962,49.79183151899636,2,2,3,M,89
XAUUSD_,1.9876456744910822,51.1450787246607,2,2,4,M,89
XAUUSD_,2.3070738109582867,59.364439648065634,2,2,5,M,89
XAUUSD_,2.0201652885899666,51.98185675030598,2,2,6,M,89
XAUUSD_,1.9331424220474904,49.74262899594268,2,3,1,M,89
XAUUSD_,1.9536440466528049,50.27016628182776,2,3,2,M,89
XAUUSD_,1.9360436967052135,49.81728310692205,2,3,3,M,89
XAUUSD_,1.9898753144575494,51.20245067635013,2,3,4,M,89
XAUUSD_,2.3418434908026238,60.25911521106565,2,3,5,M,89
XAUUSD_,2.0201923343107078,51.98255267691615,2,3,6,M,89
XAUUSD_,1.915743903284653,49.29493923753258,2,4,1,M,89
XAUUSD_,1.9030321924747728,48.9678480167782,2,4,2,M,89
XAUUSD_,1.8726461255686182,48.18596933286942,2,4,3,M,89
XAUUSD_,2.0114311171947183,51.75711353307285,2,4,4,M,89
XAUUSD_,2.112077454965297,54.346893459489074,2,4,5,M,89
XAUUSD_,1.9232117314393509,49.487097560203466,2,4,6,M,89
XAUUSD_,1.915640755036339,49.29228507972767,2,5,1,M,89
XAUUSD_,1.9024575396425691,48.953061344928386,2,5,2,M,89
XAUUSD_,1.8722232374335424,48.17508779234247,2,5,3,M,89
XAUUSD_,2.0155895101105883,51.86411516610017,2,5,4,M,89
XAUUSD_,2.112813902300081,54.365843344469816,2,5,5,M,89
XAUUSD_,1.9218036476939024,49.45086547168985,2,5,6,M,89
XAUUSD_,1.9168827248655,49.32424281017295,2,6,1,M,89
XAUUSD_,1.9379896640273577,49.8673557396674,2,6,2,M,89
XAUUSD_,1.887863953427737,48.57754667175918,2,6,3,M,89
XAUUSD_,1.9714237719593115,50.727665051439686,2,6,4,M,89
XAUUSD_,2.0167029403208487,51.89276538101977,2,6,5,M,89
XAUUSD_,1.8795604015439993,48.36388393486477,2,6,6,M,89
XAUUSD_,1.9414735209811937,49.95700055939364,3,1,1,M,89
XAUUSD_,2.4303202131668313,62.5357528375259,3,1,2,M,89
XAUUSD_,1.9419311775957426,49.96877674459625,3,1,3,M,89
XAUUSD_,2.4201540287115875,62.274161794934265,3,1,4,M,89
XAUUSD_,2.6168322839775797,67.33498575269707,3,1,5,M,89
XAUUSD_,1.9266560008874212,49.57572373454191,3,1,6,M,89
XAUUSD_,1.9237307854673462,49.50045359214864,3,2,1,M,89
XAUUSD_,1.9019109245677388,48.93899612626639,3,2,2,M,89
XAUUSD_,1.9214594976260573,49.44200997871194,3,2,3,M,89
XAUUSD_,2.53183578549582,65.14789946163407,3,2,4,M,89
XAUUSD_,2.4185619676488392,62.23319569648235,3,2,5,M,89
XAUUSD_,1.926650858578303,49.57559141528198,3,2,6,M,89
XAUUSD_,1.9248332133003485,49.52882069954145,3,3,1,M,89
XAUUSD_,1.89178786196823,48.67851467314266,3,3,2,M,89
XAUUSD_,1.9230761403449614,49.48360859972831,3,3,3,M,89
XAUUSD_,2.505613834024406,64.47316965967222,3,3,4,M,89
XAUUSD_,2.431978340277077,62.57841891361651,3,3,5,M,89
XAUUSD_,1.925250522642105,49.53955868942093,3,3,6,M,89
XAUUSD_,1.9075826945108272,49.08493920051261,3,4,1,M,89
XAUUSD_,2.147291494192749,55.253003050154646,3,4,2,M,89
