Forex,order,n_b,n_c,1,2,3,4,5,6,7,8,9,10,11,12,MAE
BTCUSD_,1,1,1,1.1183769588063222,0.6248995232976923,0.5785225760371411,0.23984349380448167,0.7263001620656715,0.2002155238523337,0.8555092889356984,5.196701253370229,0.7281256403786304,0.388241069054261,0.15250661882197014,4.621545101063449,1.2858989341239901
BTCUSD_,1,1,2,1.2655788355174744,0.7781105487722321,0.5704516056556846,0.1585599443164521,0.733589668979725,0.193738739796206,0.9601490662837529,5.252616933110453,1.025802988193093,0.43777536869046674,0.19770938678189193,4.552011537684045,1.3438412186484563
BTCUSD_,1,1,3,1.2585088903035062,0.7067237738822015,0.6678178528262718,0.18385899846711706,0.7890397272770231,0.240454643122609,0.874352713678395,5.189011651877543,1.4891162597634593,0.09000527821834221,0.7657315249104918,4.351023634885434,1.3838037457676995
BTCUSD_,1,1,4,1.2574079290590492,0.6837763087602063,0.7301718968511425,0.05154221138984653,0.9240695991140835,0.2028515366249675,0.884203732574354,5.336127758411201,1.9975655884988175,0.056864465072596876,0.5085727889852285,2.6088823693874668,1.2701696820607464
BTCUSD_,1,1,5,1.001822919531195,0.7543623982552767,0.506228645380929,0.22534538312304683,0.8287546825401048,0.017811492268289587,1.0163843718550474,5.510703979352942,2.071863068155655,0.3570975014738972,0.26952170171439604,1.9104307913622987,1.2058605779177567
BTCUSD_,1,1,6,0.8154504990045115,1.8137580203346266,0.7176942588518285,0.7300304237143712,0.804569923105258,0.034929123160897316,1.1722068784411965,5.185311580394872,2.6215176666251243,3.2126721385147805,3.386183817573736,2.888240049668477,1.9485470316158067
BTCUSD_,1,2,1,1.1292167667531983,0.5823873793662667,0.5610526932004862,0.2866771357854318,0.7253000359239301,0.1958841680272163,0.8558028974369407,5.188715811109265,0.6786036782623173,0.3812877205525288,0.23562167690349095,4.6638316489771094,1.2903651343581817
BTCUSD_,1,2,2,1.2985015897715855,0.6883016043445381,0.5867249549438608,0.18896713464358184,0.7262917858775824,0.19354584665805347,0.9600426876491079,5.247454694451106,0.9578042658400377,0.349910169075458,0.20784456123335115,4.572181238554834,1.3314642110869248
BTCUSD_,1,2,3,1.2682509387523277,0.6190436106350967,0.6122745606897031,0.279446026662496,0.7877176200556687,0.2433967308168646,0.8756737263237456,5.156797766134994,1.4077707658112648,0.05009551555778753,0.7847750682330284,4.315725340012273,1.3667473058071042
BTCUSD_,1,2,4,1.2929752150727705,0.5625781182079053,0.6941928678614442,0.055373463607343576,0.9353167784987041,0.11429211047170959,0.9022249667009739,5.2441063273269615,1.9956141019215032,0.3344868446089338,0.5108252824110321,2.738478460372196,1.2817053780884564
BTCUSD_,1,2,5,1.0183609572472128,0.6302755952398534,0.5614556712781377,0.13143614674495777,0.8954593282401146,0.06879470428504747,0.9490650945918127,5.415214428435077,2.0796296568766954,0.28789059587656896,0.0007553896431688824,2.149887374920634,1.1823520786149402
