Forex,order,n_b,n_c,1,2,3,4,5,6,7,8,9,10,11,12,MAE
mrcd-BTCBRL_,1,1,1,21.020520828958677,12.135921903846231,3.7533803634015444,6.363526187455156,48.7429616268132,7.8041413191371545,0.7072533588640882,8.550235906519692,1.8769801167827744,5.169693317406889,4.164698613957862,3.3612277681529994,10.304211775941354
mrcd-BTCBRL_,1,1,2,33.34832160266799,12.460023714503867,11.778764814414403,6.5092612569594035,49.15232337664236,6.52658451331891,5.1142841677546045,12.404303504082662,34.19888715337902,17.172406001818377,3.7179315134271285,7.730797447009559,16.67615742216486
mrcd-BTCBRL_,1,1,3,24.528166079868154,6.293638389843551,5.614023974789158,15.218559326281046,0.015582038968245905,4.268019479605229,2.137272497614199,7.047590458078042,2.6036772387362013,4.166899179235266,4.120360778051315,3.697885411130371,6.642639571016731
mrcd-BTCBRL_,1,1,4,22.568032136857546,11.429995025227075,11.84139025539974,16.432374430362735,2.529178671261807,2.4305021536818634,0.3263728363271286,10.227694655725836,3.73526434713084,3.0465940046266007,3.5221844511568836,8.001241417350153,8.007568698759018
mrcd-BTCBRL_,1,1,5,18.618263414774045,7.0096258188332525,1.0889981522773295,8.33856989028171,11.340505404351465,10.76747057826188,2.334529889802041,10.282643206238658,5.12548561804235,4.16714564948227,4.597127763043536,6.015744471410497,7.473842488066587
mrcd-BTCBRL_,1,1,6,19.057516332509383,7.944494699641623,0.39643044629818003,9.228321205455654,10.21405364045158,5.484997490220738,3.9383952600068954,13.05433554019923,4.34288740922341,4.888291911734318,5.302406093244085,4.111470591870903,7.330300051738
mrcd-BTCBRL_,1,2,1,18.110184627163907,8.840098718104066,16.671027629830267,5.929130665587578,1.5099921465772908,1.782390974297361,0.8301662713790587,8.820430597884094,1.6141047211743642,5.424662689856617,4.297910059155288,3.409604244869483,6.436641945489948
mrcd-BTCBRL_,1,2,2,44.1536828843327,12.091069868793637,10.224303858414855,5.573864608633801,47.20900911437113,5.972615384777584,8.028681837891758,12.870648685631469,15.835253732401574,16.250674980144485,6.974095276915765,4.868993081099894,15.83774110945072
mrcd-BTCBRL_,1,2,3,17.772494772415843,10.402843935104105,7.833286281649775,16.65482307095311,0.8800528649616792,6.524705533241333,6.622400721315793,3.556122471284853,1.1535131524874946,6.560759812350629,1.8643399714776985,4.757082521563881,7.04853542573385
mrcd-BTCBRL_,1,2,4,16.477687468103266,9.965099447944459,10.975454063425786,17.463038887441794,1.086646969631738,2.009487259891752,0.9125829524380122,10.61612410714532,3.31035113486348,2.8553481806337384,4.190088771825924,6.167843023585947,7.169146022244269
mrcd-BTCBRL_,1,2,5,17.01184409128058,13.79729144618001,7.5498117373342515,9.15295013864499,9.459098205583448,9.169011481805429,0.8825169364023966,10.371805520142253,4.543184811177775,2.8883092521801856,6.233391876674132,5.958588024645404,8.084816960170905
