Forex,MAE,EVR,order,n_b,n_c,frequency,N
BCHARTS-mrcdBRL,6.60819327401179,nan,1,1,1,D,59
BCHARTS-mrcdBRL,8.101540026991769,nan,1,1,2,D,59
BCHARTS-mrcdBRL,7.3068305675943535,nan,1,1,3,D,59
BCHARTS-mrcdBRL,7.196365717688394,nan,1,1,4,D,59
BCHARTS-mrcdBRL,7.42904954266276,nan,1,1,5,D,59
BCHARTS-mrcdBRL,7.494707948923424,nan,1,1,6,D,59
BCHARTS-mrcdBRL,6.830763335045574,nan,1,2,1,D,59
BCHARTS-mrcdBRL,7.728807424216407,nan,1,2,2,D,59
BCHARTS-mrcdBRL,7.563131258990084,nan,1,2,3,D,59
BCHARTS-mrcdBRL,6.635345581738694,nan,1,2,4,D,59
BCHARTS-mrcdBRL,6.80680765950827,nan,1,2,5,D,59
BCHARTS-mrcdBRL,7.486417007221142,nan,1,2,6,D,59
BCHARTS-mrcdBRL,6.785759601636595,nan,1,3,1,D,59
BCHARTS-mrcdBRL,7.561404177842654,nan,1,3,2,D,59
BCHARTS-mrcdBRL,7.960144316911291,nan,1,3,3,D,59
BCHARTS-mrcdBRL,6.697207771456625,nan,1,3,4,D,59
BCHARTS-mrcdBRL,7.1452606195716015,nan,1,3,5,D,59
BCHARTS-mrcdBRL,7.447909672817509,nan,1,3,6,D,59
BCHARTS-mrcdBRL,6.761177516168313,nan,1,4,1,D,59
BCHARTS-mrcdBRL,7.5425443238182055,nan,1,4,2,D,59
BCHARTS-mrcdBRL,7.6766785675874525,nan,1,4,3,D,59
BCHARTS-mrcdBRL,6.458506029452773,nan,1,4,4,D,59
BCHARTS-mrcdBRL,7.162062308022705,nan,1,4,5,D,59
BCHARTS-mrcdBRL,7.027079087046423,nan,1,4,6,D,59
BCHARTS-mrcdBRL,6.952514533652724,nan,1,5,1,D,59
BCHARTS-mrcdBRL,7.842298729876275,nan,1,5,2,D,59
BCHARTS-mrcdBRL,7.29703142370099,nan,1,5,3,D,59
BCHARTS-mrcdBRL,6.922001101462784,nan,1,5,4,D,59
BCHARTS-mrcdBRL,7.492320707362644,nan,1,5,5,D,59
BCHARTS-mrcdBRL,7.782870043685445,nan,1,5,6,D,59
BCHARTS-mrcdBRL,6.720309572503062,nan,1,6,1,D,59
BCHARTS-mrcdBRL,7.232931305733832,nan,1,6,2,D,59
BCHARTS-mrcdBRL,7.026850920092865,nan,1,6,3,D,59
BCHARTS-mrcdBRL,6.822916261594176,nan,1,6,4,D,59
BCHARTS-mrcdBRL,7.228691362567068,nan,1,6,5,D,59
BCHARTS-mrcdBRL,7.775871125115095,nan,1,6,6,D,59
BCHARTS-mrcdBRL,7.117450270710079,nan,2,1,1,D,59
BCHARTS-mrcdBRL,7.924650315820095,nan,2,1,2,D,59
BCHARTS-mrcdBRL,7.307825150723843,nan,2,1,3,D,59
BCHARTS-mrcdBRL,7.280565654051396,nan,2,1,4,D,59
BCHARTS-mrcdBRL,7.814480193669101,nan,2,1,5,D,59
BCHARTS-mrcdBRL,7.743805520536288,nan,2,1,6,D,59
BCHARTS-mrcdBRL,7.389463306503635,nan,2,2,1,D,59
BCHARTS-mrcdBRL,7.587115190647357,nan,2,2,2,D,59
BCHARTS-mrcdBRL,8.423348189082029,nan,2,2,3,D,59
BCHARTS-mrcdBRL,7.119529096854374,nan,2,2,4,D,59
BCHARTS-mrcdBRL,7.804140177843931,nan,2,2,5,D,59
BCHARTS-mrcdBRL,7.912479938146709,nan,2,2,6,D,59
BCHARTS-mrcdBRL,7.406648663176895,nan,2,3,1,D,59
BCHARTS-mrcdBRL,7.435130699401923,nan,2,3,2,D,59
BCHARTS-mrcdBRL,7.992805138930868,nan,2,3,3,D,59
BCHARTS-mrcdBRL,6.865797493248725,nan,2,3,4,D,59
BCHARTS-mrcdBRL,8.383832135964292,nan,2,3,5,D,59
BCHARTS-mrcdBRL,7.593596327202256,nan,2,3,6,D,59
BCHARTS-mrcdBRL,7.535278605078459,nan,2,4,1,D,59
BCHARTS-mrcdBRL,7.181472593688397,nan,2,4,2,D,59
BCHARTS-mrcdBRL,8.102934643259667,nan,2,4,3,D,59
BCHARTS-mrcdBRL,6.687136872206384,nan,2,4,4,D,59
BCHARTS-mrcdBRL,7.537206219361195,nan,2,4,5,D,59
BCHARTS-mrcdBRL,7.686655448940105,nan,2,4,6,D,59
BCHARTS-mrcdBRL,7.535934645413121,nan,2,5,1,D,59
BCHARTS-mrcdBRL,7.728885376714622,nan,2,5,2,D,59
BCHARTS-mrcdBRL,7.342311370964988,nan,2,5,3,D,59
BCHARTS-mrcdBRL,7.390168913531273,nan,2,5,4,D,59
BCHARTS-mrcdBRL,7.577438304726479,nan,2,5,5,D,59
BCHARTS-mrcdBRL,8.440275981707208,nan,2,5,6,D,59
BCHARTS-mrcdBRL,6.742885536126804,nan,2,6,1,D,59
BCHARTS-mrcdBRL,7.5274303384892916,nan,2,6,2,D,59
BCHARTS-mrcdBRL,7.156041653238485,nan,2,6,3,D,59
