Gmt time,Open,High,Low,Close,Volume
13.01.1991 00:00:00.000,1.62510,1.62510,1.62510,1.62510,0
14.01.1991 00:00:00.000,1.62510,1.62800,1.62180,1.62290,97024734375
15.01.1991 00:00:00.000,1.62390,1.63800,1.62100,1.62980,106590554687.5
16.01.1991 00:00:00.000,1.63040,1.63390,1.62590,1.63190,68327273437.5
17.01.1991 00:00:00.000,1.63620,1.64840,1.63620,1.64350,179017468750
18.01.1991 00:00:00.000,1.64130,1.64540,1.63880,1.63920,173551281250
19.01.1991 00:00:00.000,1.63920,1.63920,1.63920,1.63920,0
20.01.1991 00:00:00.000,1.63920,1.63920,1.63920,1.63920,0
21.01.1991 00:00:00.000,1.63550,1.64000,1.63470,1.63510,91558546875
22.01.1991 00:00:00.000,1.63980,1.64820,1.63900,1.64490,73793460937.5
23.01.1991 00:00:00.000,1.64620,1.65480,1.64250,1.64660,103857460937.5
24.01.1991 00:00:00.000,1.64860,1.65440,1.64580,1.64880,176284375000
25.01.1991 00:00:00.000,1.65210,1.66520,1.64880,1.65270,122989093750
26.01.1991 00:00:00.000,1.65270,1.65270,1.65270,1.65270,0
27.01.1991 00:00:00.000,1.65270,1.65270,1.65270,1.65270,0
28.01.1991 00:00:00.000,1.65620,1.66300,1.65520,1.65700,62861093750
29.01.1991 00:00:00.000,1.65760,1.66130,1.64720,1.65700,58761457031.25
30.01.1991 00:00:00.000,1.65660,1.66230,1.64580,1.65970,103857460937.5
31.01.1991 00:00:00.000,1.65780,1.67320,1.65640,1.66400,84725820312.5
01.02.1991 00:00:00.000,1.66400,1.67200,1.65270,1.66870,53295277343.75
02.02.1991 00:00:00.000,1.66870,1.66870,1.66870,1.66870,0
03.02.1991 00:00:00.000,1.66870,1.66870,1.66870,1.66870,0
04.02.1991 00:00:00.000,1.66970,1.67600,1.66520,1.67110,49195640625
05.02.1991 00:00:00.000,1.67220,1.67610,1.66620,1.66790,169451640625
06.02.1991 00:00:00.000,1.66810,1.67110,1.65600,1.66400,155786187500
07.02.1991 00:00:00.000,1.66540,1.67180,1.65480,1.67090,86092367187.5
08.02.1991 00:00:00.000,1.67070,1.67560,1.66210,1.67150,106590554687.5
09.02.1991 00:00:00.000,1.67150,1.67150,1.67150,1.67150,0
10.02.1991 00:00:00.000,1.67150,1.67150,1.67150,1.67150,0
11.02.1991 00:00:00.000,1.66830,1.67630,1.66050,1.67070,98391281250
12.02.1991 00:00:00.000,1.67240,1.68530,1.66970,1.67670,60128003906.25
13.02.1991 00:00:00.000,1.67650,1.68100,1.67220,1.67610,107957093750
14.02.1991 00:00:00.000,1.67460,1.68030,1.67030,1.67710,148953468750
15.02.1991 00:00:00.000,1.67540,1.68790,1.66790,1.67950,142120734375
16.02.1991 00:00:00.000,1.67950,1.67950,1.67950,1.67950,0
17.02.1991 00:00:00.000,1.67950,1.67950,1.67950,1.67950,0
18.02.1991 00:00:00.000,1.67830,1.67970,1.67300,1.67690,68327273437.5
19.02.1991 00:00:00.000,1.67650,1.68630,1.67160,1.67730,109323640625
20.02.1991 00:00:00.000,1.67320,1.67610,1.66710,1.67260,155786187500
21.02.1991 00:00:00.000,1.67240,1.67440,1.66580,1.67180,122989093750
22.02.1991 00:00:00.000,1.67150,1.68140,1.66830,1.67910,170818187500
23.02.1991 00:00:00.000,1.67910,1.67910,1.67910,1.67910,0
24.02.1991 00:00:00.000,1.67910,1.67910,1.67910,1.67910,0
25.02.1991 00:00:00.000,1.67870,1.67870,1.66990,1.67460,121622554687.5
26.02.1991 00:00:00.000,1.67400,1.68790,1.67180,1.67770,49195640625
27.02.1991 00:00:00.000,1.67890,1.69550,1.67810,1.69120,180384015625
28.02.1991 00:00:00.000,1.68910,1.70120,1.68770,1.69790,159885828125
01.03.1991 00:00:00.000,1.69570,1.70610,1.69000,1.69610,163985468750
02.03.1991 00:00:00.000,1.69610,1.69610,1.69610,1.69610,0
03.03.1991 00:00:00.000,1.69610,1.69610,1.69610,1.69610,0
04.03.1991 00:00:00.000,1.69630,1.71120,1.68790,1.70430,177650921875
05.03.1991 00:00:00.000,1.70370,1.71450,1.69590,1.70470,95658187500
06.03.1991 00:00:00.000,1.70410,1.71800,1.68910,1.70350,107957093750
07.03.1991 00:00:00.000,1.70260,1.71620,1.70040,1.70530,46462546875
08.03.1991 00:00:00.000,1.70650,1.71550,1.69280,1.70530,91558546875
09.03.1991 00:00:00.000,1.70530,1.70530,1.70530,1.70530,0
