Gmt time,Open,High,Low,Close,Volume
16.11.2006 00:00:00.000,62.060,62.060,62.060,62.060,0
17.11.2006 00:00:00.000,62.060,63.200,63.200,63.200,0
18.11.2006 00:00:00.000,63.200,63.200,63.200,63.200,0
19.11.2006 00:00:00.000,63.200,63.200,63.200,63.200,0
20.11.2006 00:00:00.000,62.060,62.060,62.060,63.620,0
21.11.2006 00:00:00.000,62.060,62.060,62.060,65.090,0
22.11.2006 00:00:00.000,65.090,65.090,65.090,65.090,0
23.11.2006 00:00:00.000,65.090,65.090,65.090,65.090,0
24.11.2006 00:00:00.000,65.030,65.030,65.030,65.520,0
25.11.2006 00:00:00.000,65.520,65.520,65.520,65.520,0
26.11.2006 00:00:00.000,65.520,65.520,65.520,65.520,0
27.11.2006 00:00:00.000,65.520,65.520,65.520,65.070,0
28.11.2006 00:00:00.000,65.070,65.070,65.070,65.070,0
29.11.2006 00:00:00.000,65.330,65.330,65.330,65.570,0
30.11.2006 00:00:00.000,65.570,65.570,65.570,66.100,0
01.12.2006 00:00:00.000,66.100,66.100,66.100,66.550,0
02.12.2006 00:00:00.000,66.550,66.550,66.550,66.550,0
03.12.2006 00:00:00.000,66.550,66.550,66.550,66.550,0
04.12.2006 00:00:00.000,66.550,66.550,66.550,66.250,0
05.12.2006 00:00:00.000,66.550,66.550,66.550,65.990,0
06.12.2006 00:00:00.000,65.990,65.990,65.990,65.450,0
07.12.2006 00:00:00.000,65.450,65.450,65.450,64.850,0
08.12.2006 00:00:00.000,65.450,65.450,65.450,64.450,0
09.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
10.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
11.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
12.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
13.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
14.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
15.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
16.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
17.12.2006 00:00:00.000,64.450,64.450,64.450,64.450,0
18.12.2006 00:00:00.000,65.400,65.400,65.400,64.430,0
19.12.2006 00:00:00.000,64.430,64.430,64.430,64.430,0
20.12.2006 00:00:00.000,64.430,64.430,64.430,64.430,0
