Gmt time,Open,High,Low,Close,Volume
25.01.2017 00:00:00.000,37.580,37.580,37.580,37.580,0
26.01.2017 00:00:00.000,37.580,37.600,37.410,37.430,5768849.8497
27.01.2017 00:00:00.000,37.410,37.510,37.300,37.430,4726260.1852
28.01.2017 00:00:00.000,37.430,37.430,37.430,37.430,0
29.01.2017 00:00:00.000,37.430,37.430,37.430,37.430,0
30.01.2017 00:00:00.000,37.190,37.270,37.110,37.250,21903564.4531
31.01.2017 00:00:00.000,37.270,37.400,37.200,37.320,28131616.5924
01.02.2017 00:00:00.000,37.470,37.550,37.260,37.360,8744870.1859
02.02.2017 00:00:00.000,37.480,37.550,37.420,37.516,218933425.9033
03.02.2017 00:00:00.000,37.677,37.810,37.597,37.736,215026214.5996
04.02.2017 00:00:00.000,37.736,37.736,37.736,37.736,0
05.02.2017 00:00:00.000,37.736,37.736,37.736,37.736,0
06.02.2017 00:00:00.000,37.697,37.740,37.626,37.666,321119171.1426
07.02.2017 00:00:00.000,37.570,37.610,37.430,37.465,149189559.9365
08.02.2017 00:00:00.000,37.485,37.730,37.480,37.689,15060983.6578
09.02.2017 00:00:00.000,37.858,37.930,37.810,37.879,27954959.8694
10.02.2017 00:00:00.000,37.949,38.210,37.940,38.208,33325790.4053
11.02.2017 00:00:00.000,38.208,38.208,38.208,38.208,0
12.02.2017 00:00:00.000,38.208,38.208,38.208,38.208,0
13.02.2017 00:00:00.000,38.196,38.370,38.196,38.325,35619060.5164
14.02.2017 00:00:00.000,38.329,38.370,38.030,38.369,45527801.5137
15.02.2017 00:00:00.000,38.390,38.700,38.360,38.677,31078390.1215
16.02.2017 00:00:00.000,38.718,38.728,38.520,38.529,7276840.21
17.02.2017 00:00:00.000,38.249,38.390,38.220,38.368,109372550.9644
18.02.2017 00:00:00.000,38.368,38.368,38.368,38.368,0
19.02.2017 00:00:00.000,38.368,38.368,38.368,38.368,0
20.02.2017 00:00:00.000,38.368,38.368,38.368,38.368,0
21.02.2017 00:00:00.000,38.617,38.810,38.590,38.795,27355560.3027
22.02.2017 00:00:00.000,38.738,38.920,38.730,38.917,42459880.8289
23.02.2017 00:00:00.000,39.125,39.140,38.880,38.926,7131169.796
24.02.2017 00:00:00.000,38.456,38.550,38.420,38.487,26821052.5513
25.02.2017 00:00:00.000,38.487,38.487,38.487,38.487,0
26.02.2017 00:00:00.000,38.487,38.487,38.487,38.487,0
27.02.2017 00:00:00.000,38.368,38.470,38.270,38.347,5613790.0352
28.02.2017 00:00:00.000,38.308,38.320,37.980,37.986,8339819.9081
01.03.2017 00:00:00.000,38.285,38.590,38.280,38.559,6744080.0667
02.03.2017 00:00:00.000,38.197,38.260,37.888,37.899,13721590.0421
03.03.2017 00:00:00.000,38.076,38.220,37.960,38.195,13922309.8755
04.03.2017 00:00:00.000,38.195,38.195,38.195,38.195,0
05.03.2017 00:00:00.000,38.195,38.195,38.195,38.195,0
06.03.2017 00:00:00.000,38.248,38.250,38.090,38.198,30718538.2843
07.03.2017 00:00:00.000,38.327,38.340,38.180,38.247,15936989.7842
08.03.2017 00:00:00.000,38.156,38.210,37.860,37.895,8032114.9826
09.03.2017 00:00:00.000,37.700,37.750,37.390,37.589,9768670.0821
10.03.2017 00:00:00.000,37.877,38.007,37.800,38.000,30074440.0024
11.03.2017 00:00:00.000,38.000,38.000,38.000,38.000,0
12.03.2017 00:00:00.000,38.000,38.000,38.000,38.000,0
13.03.2017 00:00:00.000,38.401,38.432,38.368,38.389,3713721923.8281
14.03.2017 00:00:00.000,38.419,38.442,38.308,38.309,4360085937.5
15.03.2017 00:00:00.000,38.498,39.380,38.410,39.315,22068475.7233
16.03.2017 00:00:00.000,39.589,39.640,39.440,39.547,10531493.187
17.03.2017 00:00:00.000,39.610,39.610,39.460,39.500,3559999.9428
18.03.2017 00:00:00.000,39.500,39.500,39.500,39.500,0
19.03.2017 00:00:00.000,39.500,39.500,39.500,39.500,0
20.03.2017 00:00:00.000,39.710,40.050,39.680,39.960,3250000
21.03.2017 00:00:00.000,40.150,40.220,39.480,39.500,8039999.9619
22.03.2017 00:00:00.000,39.430,39.780,39.380,39.700,6769999.9809
23.03.2017 00:00:00.000,39.590,39.840,39.550,39.700,6960000.0381
24.03.2017 00:00:00.000,39.670,39.870,39.670,39.818,9439809.7992
25.03.2017 00:00:00.000,39.818,39.818,39.818,39.818,0
26.03.2017 00:00:00.000,39.818,39.818,39.818,39.818,0
27.03.2017 00:00:00.000,39.530,39.758,39.430,39.697,4730000.0191
28.03.2017 00:00:00.000,39.689,39.919,39.678,39.788,4230000.0191
29.03.2017 00:00:00.000,39.718,39.897,39.677,39.867,2940000.0572
30.03.2017 00:00:00.000,39.709,39.818,39.636,39.646,2119999.8856
31.03.2017 00:00:00.000,39.396,39.468,39.308,39.348,2710000.0381
01.04.2017 00:00:00.000,39.348,39.348,39.348,39.348,0
02.04.2017 00:00:00.000,39.348,39.348,39.348,39.348,0
03.04.2017 00:00:00.000,39.530,39.639,39.356,39.619,288747955.3223
04.04.2017 00:00:00.000,39.528,39.680,39.446,39.628,292923645.0195
05.04.2017 00:00:00.000,39.789,39.890,39.487,39.499,342071258.5449
06.04.2017 00:00:00.000,39.455,39.529,39.316,39.419,350816436.7676
07.04.2017 00:00:00.000,39.345,39.540,39.326,39.367,356708129.8828
08.04.2017 00:00:00.000,39.367,39.367,39.367,39.367,0
09.04.2017 00:00:00.000,39.367,39.367,39.367,39.367,0
10.04.2017 00:00:00.000,39.208,39.250,39.086,39.186,299366821.2891
11.04.2017 00:00:00.000,39.197,39.240,38.886,39.125,408432464.5996
12.04.2017 00:00:00.000,39.278,39.309,39.058,39.306,410246154.7852
13.04.2017 00:00:00.000,39.385,39.490,39.127,39.150,353389465.332
14.04.2017 00:00:00.000,39.150,39.150,39.150,39.150,0
15.04.2017 00:00:00.000,39.150,39.150,39.150,39.150,0
16.04.2017 00:00:00.000,39.150,39.150,39.150,39.150,0
17.04.2017 00:00:00.000,39.307,39.539,39.256,39.539,262929687.5
18.04.2017 00:00:00.000,39.099,39.230,38.956,39.039,436909576.416
19.04.2017 00:00:00.000,39.136,39.150,38.708,38.788,376373565.6738
20.04.2017 00:00:00.000,39.206,39.290,39.106,39.277,404919067.3828
21.04.2017 00:00:00.000,39.297,39.340,39.206,39.297,334989562.9883
22.04.2017 00:00:00.000,39.297,39.297,39.297,39.297,0
23.04.2017 00:00:00.000,39.297,39.297,39.297,39.297,0
