Gmt time,Open,High,Low,Close,Volume
03.01.1993 00:00:00.000,1.46700,1.46700,1.46700,1.46700,0
04.01.1993 00:00:00.000,1.46950,1.48250,1.46760,1.47600,19465347656.25
05.01.1993 00:00:00.000,1.47570,1.48700,1.46900,1.47150,15782714843.75
06.01.1993 00:00:00.000,1.47120,1.49400,1.46750,1.49200,12275445312.5
07.01.1993 00:00:00.000,1.49170,1.49750,1.48370,1.49470,20342166015.625
08.01.1993 00:00:00.000,1.49480,1.50850,1.49100,1.50200,9294265625
09.01.1993 00:00:00.000,1.50200,1.50200,1.50200,1.50200,0
10.01.1993 00:00:00.000,1.50200,1.50200,1.50200,1.50200,0
11.01.1993 00:00:00.000,1.49170,1.49550,1.48200,1.49200,19114621093.75
12.01.1993 00:00:00.000,1.49150,1.50250,1.48550,1.50100,14204443359.375
13.01.1993 00:00:00.000,1.50150,1.50370,1.48100,1.48200,21218984375
14.01.1993 00:00:00.000,1.48220,1.48950,1.47600,1.48720,18237804687.5
15.01.1993 00:00:00.000,1.48720,1.49880,1.48250,1.49710,16133442382.8125
16.01.1993 00:00:00.000,1.49710,1.49710,1.49710,1.49710,0
17.01.1993 00:00:00.000,1.49710,1.49710,1.49710,1.49710,0
18.01.1993 00:00:00.000,1.49670,1.49900,1.47450,1.47750,17536349609.375
19.01.1993 00:00:00.000,1.47700,1.48600,1.46760,1.47300,14029080078.125
20.01.1993 00:00:00.000,1.47270,1.47450,1.46350,1.46850,9644992187.5
21.01.1993 00:00:00.000,1.46900,1.48480,1.46600,1.48050,14730534179.6875
22.01.1993 00:00:00.000,1.47900,1.47950,1.45500,1.45850,12275445312.5
23.01.1993 00:00:00.000,1.45850,1.45850,1.45850,1.45850,0
24.01.1993 00:00:00.000,1.45850,1.45850,1.45850,1.45850,0
25.01.1993 00:00:00.000,1.45900,1.46250,1.44020,1.44720,17711712890.625
26.01.1993 00:00:00.000,1.44600,1.45650,1.43970,1.45250,11223263671.875
27.01.1993 00:00:00.000,1.45300,1.46700,1.45250,1.46360,20166802734.375
28.01.1993 00:00:00.000,1.46350,1.46550,1.44440,1.46150,17887076171.875
29.01.1993 00:00:00.000,1.46700,1.49100,1.45650,1.48700,15431988281.25
30.01.1993 00:00:00.000,1.48700,1.48700,1.48700,1.48700,0
31.01.1993 00:00:00.000,1.48700,1.48700,1.48700,1.48700,0
01.02.1993 00:00:00.000,1.48800,1.52050,1.48500,1.51800,18237804687.5
02.02.1993 00:00:00.000,1.51850,1.52850,1.50750,1.52120,10521809570.3125
03.02.1993 00:00:00.000,1.52170,1.53350,1.51500,1.52250,13853716796.875
04.02.1993 00:00:00.000,1.52240,1.54050,1.51900,1.53650,22095800781.25
05.02.1993 00:00:00.000,1.53550,1.53750,1.51930,1.53200,12450808593.75
06.02.1993 00:00:00.000,1.53200,1.53200,1.53200,1.53200,0
07.02.1993 00:00:00.000,1.53200,1.53200,1.53200,1.53200,0
08.02.1993 00:00:00.000,1.53100,1.53700,1.52400,1.53650,14029080078.125
09.02.1993 00:00:00.000,1.53700,1.54620,1.52600,1.52650,14379806640.625
10.02.1993 00:00:00.000,1.52670,1.53950,1.51580,1.53870,7189903320.3125
11.02.1993 00:00:00.000,1.53900,1.54300,1.53170,1.53700,11398627929.6875
12.02.1993 00:00:00.000,1.53690,1.54550,1.52250,1.53850,15958078125
13.02.1993 00:00:00.000,1.53850,1.53850,1.53850,1.53850,0
14.02.1993 00:00:00.000,1.53850,1.53850,1.53850,1.53850,0
15.02.1993 00:00:00.000,1.53700,1.55000,1.53490,1.54250,19465347656.25
16.02.1993 00:00:00.000,1.54350,1.54450,1.50220,1.50450,7891357421.875
17.02.1993 00:00:00.000,1.50400,1.50750,1.49250,1.49800,21745074218.75
18.02.1993 00:00:00.000,1.49850,1.53250,1.49550,1.50240,12275445312.5
19.02.1993 00:00:00.000,1.50150,1.51450,1.49750,1.50750,19289984375
20.02.1993 00:00:00.000,1.50750,1.50750,1.50750,1.50750,0
21.02.1993 00:00:00.000,1.50750,1.50750,1.50750,1.50750,0
22.02.1993 00:00:00.000,1.50870,1.51000,1.48450,1.48550,8242084960.9375
23.02.1993 00:00:00.000,1.48650,1.50050,1.48150,1.49650,18413167968.75
24.02.1993 00:00:00.000,1.49500,1.50850,1.48820,1.50750,7715994140.625
25.02.1993 00:00:00.000,1.50660,1.52070,1.50250,1.51650,13502989257.8125
26.02.1993 00:00:00.000,1.51800,1.53000,1.51450,1.52750,11398627929.6875
27.02.1993 00:00:00.000,1.52750,1.52750,1.52750,1.52750,0
28.02.1993 00:00:00.000,1.52750,1.52750,1.52750,1.52750,0
01.03.1993 00:00:00.000,1.53250,1.54100,1.52450,1.53950,14379806640.625
02.03.1993 00:00:00.000,1.53800,1.53850,1.51700,1.52270,14555170898.4375
03.03.1993 00:00:00.000,1.52250,1.52800,1.50940,1.52190,16133442382.8125
04.03.1993 00:00:00.000,1.52270,1.52850,1.51450,1.52400,20692892578.125
05.03.1993 00:00:00.000,1.52420,1.55250,1.51800,1.54550,20868255859.375
06.03.1993 00:00:00.000,1.54550,1.54550,1.54550,1.54550,0
07.03.1993 00:00:00.000,1.54550,1.54550,1.54550,1.54550,0
08.03.1993 00:00:00.000,1.54720,1.54720,1.53520,1.54050,8242084960.9375
09.03.1993 00:00:00.000,1.53900,1.54550,1.53050,1.54100,16834896484.375
10.03.1993 00:00:00.000,1.54050,1.54100,1.53250,1.53400,14905897460.9375
11.03.1993 00:00:00.000,1.53350,1.53800,1.52000,1.52450,17887076171.875
12.03.1993 00:00:00.000,1.52430,1.53000,1.51450,1.52050,15782714843.75
13.03.1993 00:00:00.000,1.52050,1.52050,1.52050,1.52050,0
14.03.1993 00:00:00.000,1.52050,1.52050,1.52050,1.52050,0
15.03.1993 00:00:00.000,1.52260,1.53000,1.51970,1.52150,7189903320.3125
16.03.1993 00:00:00.000,1.52100,1.52620,1.51320,1.52450,21920437500
17.03.1993 00:00:00.000,1.52500,1.53470,1.52130,1.53170,16834896484.375
18.03.1993 00:00:00.000,1.53200,1.53650,1.50570,1.50800,11924717773.4375
19.03.1993 00:00:00.000,1.50850,1.51470,1.49920,1.51050,10171083007.8125
20.03.1993 00:00:00.000,1.51050,1.51050,1.51050,1.51050,0
21.03.1993 00:00:00.000,1.51050,1.51050,1.51050,1.51050,0
22.03.1993 00:00:00.000,1.51350,1.51750,1.50650,1.51300,19640712890.625
23.03.1993 00:00:00.000,1.51350,1.51600,1.50700,1.51000,17010259765.625
24.03.1993 00:00:00.000,1.50850,1.51850,1.50300,1.51460,10346446289.0625
25.03.1993 00:00:00.000,1.51450,1.52450,1.51050,1.52250,11749354492.1875
26.03.1993 00:00:00.000,1.52200,1.52410,1.50800,1.51170,17536349609.375
27.03.1993 00:00:00.000,1.51170,1.51170,1.51170,1.51170,0
28.03.1993 00:00:00.000,1.51170,1.51170,1.51170,1.51170,0
29.03.1993 00:00:00.000,1.51000,1.51050,1.50200,1.50370,22271164062.5
30.03.1993 00:00:00.000,1.50380,1.50650,1.49300,1.49410,17536349609.375
31.03.1993 00:00:00.000,1.49370,1.49850,1.48850,1.49130,8943538085.9375
01.04.1993 00:00:00.000,1.49150,1.50000,1.47150,1.47670,20868255859.375
02.04.1993 00:00:00.000,1.47660,1.49850,1.46950,1.47950,13327625976.5625
03.04.1993 00:00:00.000,1.47950,1.47950,1.47950,1.47950,0
04.04.1993 00:00:00.000,1.47950,1.47950,1.47950,1.47950,0
05.04.1993 00:00:00.000,1.47850,1.48370,1.47450,1.47650,21920437500
06.04.1993 00:00:00.000,1.47650,1.49100,1.47650,1.48740,14029080078.125
07.04.1993 00:00:00.000,1.48700,1.49280,1.48220,1.49030,18062441406.25
08.04.1993 00:00:00.000,1.48950,1.49150,1.47650,1.48050,6663812988.2813
09.04.1993 00:00:00.000,1.47850,1.47910,1.47500,1.47650,10171083007.8125
10.04.1993 00:00:00.000,1.47650,1.47650,1.47650,1.47650,0
11.04.1993 00:00:00.000,1.47650,1.47650,1.47650,1.47650,0
12.04.1993 00:00:00.000,1.47650,1.47740,1.45740,1.46270,10697173828.125
13.04.1993 00:00:00.000,1.46250,1.46700,1.44320,1.44590,8768174804.6875
14.04.1993 00:00:00.000,1.44620,1.46170,1.44550,1.45930,11573991210.9375
15.04.1993 00:00:00.000,1.45850,1.46950,1.45400,1.46750,19991439453.125
16.04.1993 00:00:00.000,1.46710,1.48370,1.46300,1.48250,8066721191.4063
17.04.1993 00:00:00.000,1.48250,1.48250,1.48250,1.48250,0
18.04.1993 00:00:00.000,1.48250,1.48250,1.48250,1.48250,0
19.04.1993 00:00:00.000,1.47920,1.48060,1.46600,1.46800,11223263671.875
20.04.1993 00:00:00.000,1.46950,1.46950,1.44830,1.46090,16308805664.0625
21.04.1993 00:00:00.000,1.46120,1.46500,1.45250,1.45550,13152262695.3125
22.04.1993 00:00:00.000,1.45350,1.46450,1.44350,1.44700,22271164062.5
23.04.1993 00:00:00.000,1.44670,1.44900,1.42450,1.42950,13853716796.875
24.04.1993 00:00:00.000,1.42950,1.42950,1.42950,1.42950,0
25.04.1993 00:00:00.000,1.42950,1.42950,1.42950,1.42950,0
26.04.1993 00:00:00.000,1.42280,1.42900,1.41300,1.42170,7189903320.3125
27.04.1993 00:00:00.000,1.42100,1.43350,1.41250,1.43210,14379806640.625
28.04.1993 00:00:00.000,1.43220,1.44110,1.42600,1.42870,18763894531.25
29.04.1993 00:00:00.000,1.42840,1.43500,1.41950,1.42600,19114621093.75
30.04.1993 00:00:00.000,1.42600,1.43750,1.42300,1.43080,8943538085.9375
01.05.1993 00:00:00.000,1.43080,1.43080,1.43080,1.43080,0
02.05.1993 00:00:00.000,1.43080,1.43080,1.43080,1.43080,0
03.05.1993 00:00:00.000,1.43100,1.44480,1.42730,1.42940,12275445312.5
